Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,EDAT_Q,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,471,2,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,312,2,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,425,2,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,318,2,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,550,2,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,340,2,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,519,2,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,313,2,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,475,2,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,314,2,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,403,2,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,310,2,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,333,2,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,324,2,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,289,2,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,287,2,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,228,2,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,317,2,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,225,2,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,220,2,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,141,2,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,153,2,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,82,2,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,95,2,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,15,2,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,31,2,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,11,2,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,274,3,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,306,3,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,501,3,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,628,3,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,487,3,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,718,3,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,476,3,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,709,3,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,455,3,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,632,3,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,416,3,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,662,3,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,426,3,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,603,3,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,385,3,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,505,3,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,315,3,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,335,3,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,244,3,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,229,3,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,175,3,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,155,3,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,133,3,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,98,3,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,89,3,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,71,3,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,70,3,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,32,3,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,52,3,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,27,3,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,33,3,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,10,3,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,9,3,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,73,4,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,63,4,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,526,4,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,438,4,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,606,4,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,542,4,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,416,4,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,560,4,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,379,4,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,502,4,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,357,4,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,437,4,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,325,4,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,377,4,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,284,4,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,357,4,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,277,4,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,322,4,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,237,4,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,236,4,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,156,4,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,160,4,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,84,4,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,96,4,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,46,4,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,54,4,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,21,4,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,36,4,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,33,4,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,20,4,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,10,4,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,4,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,297,5,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,199,5,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,1085,5,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,839,5,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1172,5,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1116,5,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,782,5,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,820,5,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,566,5,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,667,5,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,463,5,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,540,5,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,382,5,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,387,5,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,292,5,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,294,5,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,217,5,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,207,5,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,175,5,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,119,5,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,97,5,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,110,5,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,49,5,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,63,5,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,36,5,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,34,5,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,16,5,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,15,5,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,5,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,6,5,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,276,6,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,319,6,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,6,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,21,6,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,6,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,1,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,1,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,1,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,2,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,2,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,317,2,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,2,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,495,2,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,2,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,544,2,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,2,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,461,2,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,83,2,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,422,2,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,2,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,314,2,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,65,2,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,259,2,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,2,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,207,2,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,97,2,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,154,2,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,2,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,133,2,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,85,2,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,82,2,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,2,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,2,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,2,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,2,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,2,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,2,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,20,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,107,3,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,138,3,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,199,3,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,525,3,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,198,3,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,752,3,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,199,3,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,800,3,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,182,3,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,581,3,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,138,3,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,448,3,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,119,3,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,317,3,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,101,3,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,252,3,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,90,3,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,178,3,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,3,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,130,3,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,78,3,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,3,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,3,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,3,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,3,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,3,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,3,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,3,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,3,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,3,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,4,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,4,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,327,4,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,329,4,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,345,4,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,493,4,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,257,4,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,462,4,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,176,4,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,357,4,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,162,4,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,248,4,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,155,4,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,245,4,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,4,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,169,4,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,127,4,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,172,4,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,94,4,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,117,4,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,4,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,73,4,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,4,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,4,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,4,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,4,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,4,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,4,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,4,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,4,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,4,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,229,5,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,133,5,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,744,5,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,609,5,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,701,5,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,675,5,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,427,5,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,474,5,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,285,5,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,381,5,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,251,5,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,251,5,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,222,5,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,242,5,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,191,5,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,198,5,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,152,5,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,122,5,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,110,5,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,115,5,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,5,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,89,5,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,5,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,5,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,5,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,5,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,5,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,5,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,5,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,5,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,6,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,6,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,6,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,6,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,6,18,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,6,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,6,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,8,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,8,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,10,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,11,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,13,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,13,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,14,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,15,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,25,1,16,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,10,1,16,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,78,1,17,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,24,1,17,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,38,1,18,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1,18,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,12,1,19,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,19,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,12,2,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,17,2,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,23,2,4,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,55,2,4,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,23,2,5,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,79,2,5,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,31,2,6,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,83,2,6,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,28,2,7,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,77,2,7,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,37,2,8,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,64,2,8,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,42,2,9,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,70,2,9,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,43,2,10,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,71,2,10,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,63,2,11,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,82,2,11,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,102,2,12,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,103,2,12,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,137,2,13,1
